"Purchase","ShareLink","Deal01","Deal02","Deal03","Deal04","PQ1","PQ2","PQ3","PV1","PV2","PV3","PC1","PC2","PC3","PC4","FNE1","FNE2","FNE3","FNE4","Spont01","Spont02","Spont03","Spont04","Spont05","Risk01","Risk02","Risk03","Risk04","Risk05","Ratio01","Ratio02","Ratio03","Ratio04","Intuit01","Intuit02","Intuit03","Intuit04","Intuit05","Depend01","Depend02","Depend03","Depend04","Depend05","dGender","YrBirth","IBA","SatFac","HrPWork","HrVWork","HrClass","HrStud","cLiving","cLocate","dPreMas","dSport","dFraternity","dAssoc","dAbroad"
40,6,1,1,1,2,3,3,3,3,4,3,2,2,3,2,3,2,5,3,5,5,5,5,2,3,6,3,3,2,3,2,3,2,3,2,2,3,3,3,3,2,3,3,1,1993,1,85,12,2,12,12,2,1,2,1,2,2,2
65,10,1,2,3,1,2,3,4,2,2,4,1,2,2,2,3,5,3,5,4,3,6,5,4,6,5,3,2,6,2,2,3,2,5,6,2,3,5,6,3,2,3,3,1,1997,2,70,0,30,10,10,2,1,2,2,2,2,2
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,2,1,2,1,1,3,3,3,3,5,5,3,3,3,3,2,6,2,6,5,5,4,5,2,3,3,2,2,6,3,3,4,2,5,4,3,3,2,2,3,2,2,2,1,1997,2,55,0,12,4,5,2,1,2,2,2,2,1
70,30,1,1,4,3,4,4,4,3,3,3,2,2,2,2,4,4,4,4,5,5,4,5,4,3,4,4,3,3,2,3,2,3,4,3,2,3,2,3,3,3,3,4,2,1998,2,75,0,2,10,10,2,1,2,2,2,2,2
75,30,1,2,2,2,4,4,4,3,3,3,2,2,2,2,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,1,2,1,4,2,5,3,5,2,2,2,3,6,3,4,1,7,2,6,5,6,3,6,2,3,6,3,4,3,1,2,2,2,2,2,2,4,2,5,4,2,2,3,1,1996,1,68,15,5,18,10,3,3,2,1,2,2,2
70,13,1,2,4,3,3,5,5,3,3,6,3,1,2,2,2,6,3,5,3,1,6,2,5,5,5,5,5,2,5,3,3,3,5,3,3,3,5,3,3,5,2,3,2,1996,2,19,0,5,10,30,1,1,2,2,2,2,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,10,2,2,4,1,3,3,4,2,2,2,3,5,6,6,3,5,3,5,1,5,7,6,3,2,6,5,6,2,3,3,2,2,3,3,2,1,2,5,2,2,2,3,2,1995,1,85,12,0,6,10,3,3,2,1,2,1,2
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,0,1,1,2,1,5,4,3,3,3,5,3,5,3,3,5,5,5,4,3,2,2,4,2,5,7,3,6,3,6,3,5,2,3,3,2,3,2,6,5,3,3,5,1,1995,1,70,0,0,8,8,1,1,2,1,1,2,2
5,0,2,1,3,2,3,3,4,3,2,4,1,1,1,1,6,3,6,1,2,2,3,2,2,3,7,4,7,1,1,2,3,2,4,3,1,4,3,4,3,2,2,3,1,1002,1,75,8,4,12,30,1,1,2,1,1,1,2
75,17,2,1,1,3,3,3,3,2,3,4,2,2,3,2,5,3,5,3,3,3,2,3,2,2,5,2,3,2,3,3,2,3,2,2,2,1,2,3,3,2,3,3,2,1998,1,75,4,0,12,30,1,1,2,1,2,2,2
71,1,1,1,2,1,3,3,4,3,2,3,1,1,2,2,4,4,4,2,5,2,4,2,3,5,5,3,4,3,5,3,3,2,2,2,2,5,2,2,2,2,3,3,1,1998,1,70,0,20,10,15,1,3,2,1,2,1,2
45,1,1,2,1,3,2,3,5,4,2,6,3,5,5,3,2,6,5,5,3,3,3,2,3,5,5,5,7,2,3,3,5,5,3,3,2,3,3,3,5,1,3,5,1,1998,1,80,15,0,8,3,3,2,2,2,2,1,2
26,0,1,1,3,2,4,6,5,4,5,5,5,6,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,NA,1,1,3,NA,3,2,3,2,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81,2,1,2,4,3,2,3,4,2,3,6,3,2,3,3,4,6,6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,3,NA,5,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,24,2,1,1,2,4,4,4,4,5,5,1,1,1,1,2,5,2,5,2,2,5,2,2,2,7,2,4,1,2,2,2,1,3,1,2,3,3,3,2,2,2,2,1,1993,2,48,0,15,4,10,2,4,1,1,2,1,1
40,64,1,1,4,1,3,2,4,2,1,1,3,3,3,3,2,6,3,6,2,2,2,3,4,3,3,1,2,5,4,2,5,3,4,4,3,4,3,3,2,2,2,3,1,1998,2,70,0,0,4,10,1,2,2,1,1,2,1
74,49,1,1,2,3,2,3,3,3,2,4,6,3,3,3,4,2,6,2,4,3,2,3,2,3,6,1,2,3,3,3,2,2,2,4,2,3,2,4,3,1,3,2,1,1998,2,70,0,4,8,20,1,1,2,1,2,1,1
71,18,2,1,2,1,2,3,4,2,3,2,2,2,2,2,4,3,6,3,6,6,6,6,3,1,3,5,5,3,1,2,2,2,5,5,5,5,5,2,2,2,2,3,2,1997,1,75,0,3,8,10,3,1,2,2,1,1,2
55,18,2,2,3,1,3,4,3,3,6,6,1,2,2,2,1,6,2,5,4,5,1,3,5,5,7,7,6,1,2,2,3,1,4,3,1,2,3,5,2,4,2,2,1,1993,1,60,10,0,12,15,2,1,1,1,2,2,2
63,6,1,1,3,3,3,2,3,3,5,2,3,3,4,3,3,5,4,5,5,5,6,4,3,5,6,3,5,5,5,4,4,5,3,3,3,5,4,3,3,2,2,2,1,1997,2,73,2,1,6,4,2,1,2,1,1,2,2
75,25,2,1,2,2,2,2,4,3,6,2,6,6,6,6,3,5,6,5,4,5,4,5,5,4,4,2,3,5,3,2,2,3,5,3,2,4,2,5,3,2,3,4,1,1998,2,72,5,3,12,6,3,3,2,2,2,2,2
50,19,2,2,1,1,5,5,4,4,4,6,2,1,3,4,5,3,6,2,6,6,6,6,3,3,4,1,2,6,4,2,2,2,4,4,3,3,3,6,4,3,5,4,1,1997,1,75,0,0,2,6,3,1,2,1,2,2,2
82,2,2,1,3,3,2,3,3,2,1,2,4,5,5,5,6,6,6,2,4,4,3,4,3,4,6,4,5,3,3,4,4,3,3,3,3,4,3,4,3,4,3,5,2,1998,1,71,0,0,6,8,1,1,2,1,2,1,2
8,1,2,1,1,3,5,5,5,3,3,5,2,2,2,2,3,5,3,5,6,6,5,6,6,2,6,3,2,3,2,3,3,2,3,3,2,4,3,5,2,2,2,1,2,1998,2,30,3,4,15,10,2,1,2,2,2,1,2
21,6,1,1,2,2,3,3,2,3,5,4,3,3,3,3,3,5,4,5,3,2,3,3,3,4,6,3,6,3,4,3,3,3,3,3,3,3,3,3,5,2,3,3,1,1995,1,64,0,0,20,30,5,1,2,2,1,2,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,2,2,1,4,1,5,5,5,1,1,1,3,3,3,3,1,7,1,7,5,4,3,5,3,5,5,1,3,4,3,4,3,1,5,5,3,3,4,3,7,1,1,7,1,1996,1,2,10,12,4,4,1,1,2,1,2,2,2
0,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,97,2,1,1,2,2,2,4,3,4,4,6,2,6,2,7,1,7,1,4,4,3,5,4,4,6,6,6,3,3,3,3,3,3,3,3,3,4,5,3,6,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,2,1,2,3,3,3,6,2,2,2,3,3,2,2,2,4,4,6,3,4,4,3,4,2,5,7,5,5,3,2,2,2,3,2,3,1,2,2,4,6,2,2,4,1,1998,2,39,0,0,0,6,3,3,2,1,2,2,2
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,2,2,2,4,1,6,6,6,6,3,2,2,4,4,3,4,3,5,3,4,5,5,4,3,3,3,3,2,5,3,4,3,3,4,4,3,3,3,2,2,2,2,2,1,1996,1,63,0,0,6,8,2,1,2,1,1,2,2
68,54,1,1,1,2,3,3,3,5,5,5,3,4,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,NA,1,2,2,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,4,2,2,1,2,2,3,3,4,5,5,5,5,6,6,3,6,2,6,3,3,3,3,3,6,6,2,5,2,5,3,3,3,2,2,2,3,2,4,4,2,3,3,2,1996,2,79,16,10,0,6,2,1,2,2,2,1,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,1,1,2,2,3,4,4,4,3,4,6,4,4,3,3,2,5,4,5,3,4,3,4,3,3,5,3,3,4,3,3,3,3,2,3,2,3,2,3,3,3,3,3,2,1999,2,33,3,0,3,15,1,1,2,2,2,2,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95,NA,1,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,49,2,2,3,1,3,5,5,1,1,1,2,3,3,1,5,3,6,3,3,1,2,1,2,7,7,6,6,2,2,5,5,2,1,1,1,5,1,5,6,4,3,6,1,1997,2,85,24,0,3,4,2,1,2,2,2,1,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,4,2,2,2,2,2,3,3,2,2,3,4,5,4,4,2,6,3,6,5,6,4,6,3,3,5,3,2,5,3,2,2,3,5,4,3,6,4,5,3,3,4,5,1,1997,2,87,0,0,5,40,2,1,2,2,2,2,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,0,1,2,1,3,1,2,2,2,2,6,6,6,4,4,4,4,4,5,7,7,7,7,5,2,6,3,7,3,2,3,2,3,4,4,2,2,4,3,1,2,2,1,2,1997,2,80,8,0,8,8,1,1,2,1,1,2,2
48,24,2,1,2,1,5,5,4,4,2,3,2,2,2,2,3,4,6,3,3,2,2,3,2,2,5,2,6,2,3,3,2,2,3,2,2,4,2,5,6,2,3,4,1,1997,2,94,0,0,14,35,4,1,2,2,2,2,1
30,NA,2,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,0,1,2,4,2,3,3,3,1,4,1,1,1,1,1,3,4,5,3,2,2,3,2,2,3,2,3,5,2,2,2,1,1,2,1,1,2,1,3,1,1,5,5,1,1998,2,80,0,0,6,20,2,1,2,1,2,2,1
64,NA,1,2,3,NA,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,5,2,1,1,2,2,3,4,3,5,3,1,1,1,1,3,5,3,5,4,6,3,6,4,2,6,3,3,6,3,3,1,2,2,2,1,2,2,6,5,3,3,3,1,1990,1,31,8,8,4,30,2,1,2,2,2,2,1
20,0,1,1,4,3,4,5,5,2,2,2,1,1,1,1,4,4,4,4,6,6,7,4,4,4,6,2,4,5,2,2,2,2,5,3,3,4,5,3,2,3,3,4,2,1997,2,60,6,1,4,8,3,1,2,2,2,1,2
8,NA,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,2,2,2,1,2,3,2,6,3,7,2,2,2,2,2,6,2,6,6,6,6,6,3,2,7,5,6,3,3,5,2,2,3,3,2,3,2,5,5,3,3,5,1,1998,2,55,0,5,3,30,4,1,2,1,1,2,2
0,0,2,2,1,3,4,4,6,2,2,6,3,5,6,6,7,2,6,2,3,1,2,5,2,5,7,2,6,4,2,2,3,2,3,3,3,3,3,5,6,2,3,3,1,1997,2,69,0,0,6,8,1,4,2,2,2,2,1
91,96,2,2,4,2,7,7,7,6,6,6,6,6,6,6,6,6,6,6,4,3,4,3,4,5,5,4,5,5,4,4,4,5,4,4,4,5,4,5,5,4,5,5,2,2000,2,76,0,0,0,0,2,2,1,1,1,1,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,8,1,2,3,1,3,2,4,1,4,2,2,2,5,5,1,6,2,6,4,2,2,2,4,2,6,3,5,2,3,3,1,1,4,3,2,4,4,3,3,1,3,3,1,1998,2,74,6,0,6,20,1,2,2,2,2,1,1
60,1,1,2,2,1,2,2,2,3,3,6,3,3,4,3,2,6,4,5,4,3,2,4,2,4,5,3,5,5,3,2,2,3,3,5,3,5,3,3,4,2,2,2,1,1998,2,70,9,0,6,14,3,2,2,2,1,2,2
86,NA,1,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
